id,label,timeset,fan_count,category,username,users_can_post,post_activity,talking_about_count,modularity_class
8389581012,Melissa George,,22135,Artist,melissageorge,no,0,48,5
57450309736,Roku,,618541,Product/Service,roku,no,0.02,3245,4
1.23536E+14,True Classics,,2828,Entertainment Website,TrueClassics,yes,0,3,3
1.86171E+14,Backlots,,1943,Artist,,yes,0,16,3
1.05844E+14,Comet Over Hollywood,,7903,Entertainment Website,cometoverhollywood,yes,0.07,356,3
1.54219E+11,CineFile Video,,3895,Museum/Art Gallery,cinefilevideo,yes,0.04,30,3
1.8237E+14,Jean Harlow Fan Page,,6333,Public Figure,,yes,0,10,3
4.02688E+14,Jean Harlow Platinum Blonde,,7634,Artist,JeanHarlowPlatinumBlonde,yes,0.01,19,3
1.0932E+14,Jean Harlow,,12159,Artist,,yes,0,0,3
1.4308E+11,Joan Crawford - Movie Star,,1983,Artist,,yes,0,3,3
2.87019E+11,The films of Hedy Lamarr,,2894,Personal Blog,hedy.lamarr.fanpage,yes,0,6,3
43756401745,Bette Davis,,10111,Artist,bettedavisweloveyou,yes,0,11,3
1.12428E+14,Joan Crawford,,20624,Interest,,no,0,0,3
1.36556E+11,Bette Davis,,672505,Actor,BetteDavis,yes,0.01,19559,3
1.07747E+14,Vivien Leigh and Laurence Olivier,,30860,Arts/Humanities Website,vivandlarry,yes,0.08,1049,3
1.60623E+14,Film Noir Blonde,,2228,Entertainment Website,,yes,0.01,11,3
1.50303E+14,Bizarre Los Angeles,,15030,Community,bizarrelosangeles,yes,0.02,81,3
1.11378E+14,Decaying Hollywood Mansions,,153671,Fictional Character,decayinghollywoodmansions,yes,0.23,8376,3
3.00778E+14,The Loudest Voice,,886,Arts/Humanities Website,theloudestvoice,yes,0,2,3
2.10802E+14,Warner Bros. Film Noir,,1182,Movie/Television Studio,,yes,0,2,3
1.89182E+14,The Hero Complex,,18029,News/Media Website,LATherocomplex,yes,0.04,116,3
2.55365E+11,Comic-Con International,,1902814,Non-Profit Organization,comiccon,yes,0.79,8893,2
1.67109E+11,WonderCon,,69651,Non-Profit Organization,WonderCon,yes,0.2,785,2
1.04218E+14,Classic Movie Magazine Covers,,10230,Community,cynthialecroy55,yes,0.02,54,3
1.65558E+14,Black and White Films Page,,37416,Community,BlackAndWhiteFilmsPage,yes,0.2,21460,3
10775127663,The Saturn Awards,,3663,TV/Movie Award,TheSaturnAwards,yes,0.46,125,2
4.83201E+14,Noir City e-magazine,,4126,Magazine,NOIRCITYemagazine,yes,0.11,120,3
4.56646E+14,Falcon Crest,,32679,TV Show,falconcrestTV,no,0,423,3
55603314822,Aero Theatre,,16688,Performance Art Theatre,aerotheatre,yes,0.08,526,3
3.07297E+14,"Bomba, the Jungle Boy",,1093,Movie,,yes,0.01,1,3
69027951736,William Shatner,,1113829,Actor,williamshatner,yes,0.14,1725,2
1.06743E+14,BAMcinÃ©matek,,37359,Movie Theater,BAMcinematek,yes,0.03,2431,3
88679322377,Movies Unlimited,,122723,Movie,MoviesUnlimited,yes,0.2,3197,3
46936966022,Anthology Film Archives,,48158,Non-Profit Organization,AnthologyFilmArchives,yes,0.05,450,3
1.32834E+11,Trailers From Hell,,10673,Movie,trailersfromhell,yes,0.07,142,3
2.27333E+11,Blu-ray,,94438,Computer Company,blurayplay,yes,0.06,279,2
46332817231,Home Media Magazine,,4144,Magazine,HomeMediaMagazine,yes,0.01,4,3
6.3201E+14,Man from Atlantis,,17196,TV Show,ManfromAtlantisTVShow,yes,0,11,3
1.03797E+14,Man from Atlantis,,2754,TV Show,,yes,0,0,3
47368287475,Carl Samrock Public Relations Inc.,,225,Local Business,carlsamrockpr,yes,0,2,3
2.54534E+14,Gene Kelly The Legacy,,16016,Organization,GeneKellyTheLegacy,no,0.08,2373,3
3.18809E+11,Cinecon Classic Film Festival,,2742,Arts & Entertainment,,yes,0.01,70,3
1.97446E+14,Earl Carroll Theatre,,935,Landmark & Historical Place,EarlCarrollTheatre,yes,0,1,3
1.19712E+11,Classic Horror Films,,68646,Movie,classichorrormovies,yes,0.02,83,3
3.15575E+14,Classic Hollywood | Los Angeles Times,,928366,Media/News Company,ClassicHollywoodLAT,no,0.46,54353,3
97543207386,Out of the Past - A Classic Film Blog,,3973,Website,OutofthePastBlog,yes,0.02,5,3
92215404294,American Film Institute,,125089,Education,AmericanFilmInstitute,no,0.04,2207,3
22144511384,San Francisco Film Museum,,3277,Non-Profit Organization,sanfranciscofilmmuseum,yes,0,6,3
83574526405,The Academy,,2722747,Arts & Entertainment,TheAcademy,yes,0.04,14861,3
1.56082E+14,Humphrey Bogart,,455376,Actor,HumphreyBogartEstate,yes,0.03,25623,3
2.34733E+14,Alice TV show,,69493,TV Show,AliceTVShow,yes,0.01,143,2
2.79735E+11,The Hollywood Museum,,18375,History Museum,TheHollywoodMuseum,no,0.05,546,3
54878436608,Huell Howser Archives,,39900,Public Figure,huellhowserarchives,yes,0.01,1245,3
2.80824E+14,Vintage Automobile Dealerships and Automobilia,,74699,Community,VintageAutomobileDealershipsandAutomobilia,yes,0.88,5314,3
1.82311E+14,The Amazing Actors of Old Hollywood,,20041,Community,,yes,0,49,3
1.21098E+14,Vintage Los Angeles,,282957,Community,VintageLosAngeles,yes,0.4,36446,3
1.06289E+14,Shazam!,,6488,TV Show,,yes,0,0,3
1.03384E+14,Shazam! TV Show,,33229,Movie,ShazamTvShow,yes,0.01,49,2
1.19263E+11,Spine Tingler! The William Castle Story,,2185,Movie,SpineTinglerMovie,yes,0,101,3
2.32981E+14,Casablanca,,1382973,Restaurant,CasablancaTheMovie,yes,0,1138,3
2.20337E+14,An American in Paris,,49973,Movie,AnAmericanInParis,no,0,94,3
1.60597E+11,North by Northwest,,175814,Arts & Entertainment,NorthByNorthwestMovie,no,0,1760,3
1.72105E+14,Inside the Script,,3234,Book,InsideTheScript,no,0,3,3
1.46434E+14,Film Noir Foundation,,23630,Non-Profit Organization,filmnoirfoundation,yes,0.17,969,3
57185348913,Egyptian Theatre,,31236,Movie Theater,EgyptianTheatre,yes,0.12,1021,3
1.86375E+14,Cinema Retro,,4557,Magazine,CinemaRetro,yes,0.05,174,3
1.12273E+11,Movie Madness Video and More,,3998,Local Business,MovieMadnessVideo,yes,0.01,36,3
79870159129,UCLA Film & Television Archive,,12353,Non-Profit Organization,UCLAFilmTVArchive,no,0.04,265,3
8163167834,George Eastman Museum,,40629,Historical Place,georgeeastmanmuseum,yes,0.1,809,3
6193904573,Smithsonian,,540432,Museum,Smithsonian,no,0.05,4541,3
9633018159,Film Society of Lincoln Center,,86366,Movie Theater,filmlinc,no,0.08,791,3
9260083050,Alamo Drafthouse Cinema,,163066,Movie Theater,alamodrafthouse,yes,0.1,7152,3
7012420903,New Beverly Cinema,,46354,Movie Theater,newbeverlycinema,yes,0.19,2288,3
56129537960,Facets,,8417,Non-Profit Organization,facetschicago,yes,0.05,41,3
36013293728,Scarecrow Video,,8639,Local Business,ScarecrowVideo,yes,0.01,111,3
39740541374,Coolidge Corner Theatre,,17450,Movie Theater,thecoolidge,yes,0.06,544,3
20799510413,Brattle Theatre,,19620,Non-Profit Organization,brattletheatre,no,0.38,439,3
3.01725E+14,Jim Brown,,125150,Athlete,jimbrownofficial,yes,0.03,92,3
1.03994E+14,Jim Brown,,26308,Public Figure,,no,0,0,3
1.08233E+14,Johnny Cypher in Dimension Zero,,91,TV Show,,yes,0,0,3
1.94965E+14,Marine Boy (1968),,4826,TV Show,MarineBoyTVShow,yes,0,3,2
1.82369E+15,Boomerang,,110406,Company,BoomerangToons,yes,0.17,101648,5
2.35853E+14,VICE News,,2499064,Media/News Company,vicenews,no,0.95,438752,5
1.56327E+15,Live By Night,,67164,Movie,LiveByNight,no,0.02,354,5
1.8061E+15,Turner Ignite,,471,Media/News Company,TurnerIgnite,yes,0.02,95,5
5.91893E+14,The Night Of,,157410,TV Show,TheNightOfHBO,yes,0.01,3968,5
1.49942E+15,Westworld,,868658,TV Show,WestworldHBO,yes,0.01,14662,5
2.13148E+14,Future of StoryTelling,,32374,Arts & Entertainment,FutureOfStoryTelling,yes,0.08,331,5
8.64976E+14,Quarry,,23341,TV Show,QuarryCinemax,no,0.01,89,5
3.4793E+14,Time Warner Foundation,,208,Non-Profit Organization,TimeWarnerFoundation,yes,0,4,5
1.72426E+15,Storks Movie,,342712,Movie,storksmovie,no,0.02,444,5
8.4687E+14,War Dogs Movie,,204764,Movie,WarDogsMovie,yes,0.02,1608,5
6.90113E+14,Murder in the First,,208479,TV Show,MurderintheFirst,yes,0.01,108,5
1.52536E+15,Wrecked,,48752,TV Show,WreckedTBS,yes,0.02,71,5
3.86375E+14,Animal Kingdom TNT,,281618,TV Show,AnimalKingdomTNT,yes,0.02,4588,5
9.70421E+14,King Arthur: Legend of the Sword,,206688,Movie,KingArthurMovie,no,0.01,205483,5
4.2268E+14,Wonder Woman,,1276035,Movie,wonderwomanfilm,no,0.01,47391,5
5.54069E+14,Insecure,,141990,TV Show,InsecureHBO,yes,0.04,7010,5
1.13409E+11,HBO,,12253062,TV Network,HBO,yes,0.07,179543,5
1.00457E+15,Divorce,,84397,TV Show,DivorceOnHBO,yes,0.02,1189,5
1.27535E+14,CNN Impact Your World,,30931,Media/News Company,ImpactYourWorld,yes,0.08,14005,5
2.78478E+14,CNN Original Series,,42391,TV Show,CNNOriginalSeries,no,0.04,254,5
4.61746E+14,The Carbonaro Effect,,546694,TV Show,CarbonaroEffect,no,0.05,1480,5
1.74384E+15,Hack My Life,,51608,TV Show,truTVHackMyLife,no,0.03,162,5
1.33279E+14,Those Who Can't,,85534,TV Show,truTVThoseWhoCant,no,0.02,222,5
4.26924E+14,Adam Ruins Everything,,618366,TV Show,truTVAdamRuinsEverything,no,0.02,12687,5
9.87661E+14,Any Given Wednesday with Bill Simmons,,32939,TV Show,AnyGivenWeds,yes,0.01,27,5
1.75775E+15,FilmStruck,,46407,Product/Service,filmstruck,yes,0.18,4616,5
18813753280,Human Rights Campaign,,2575973,Political Organization,humanrightscampaign,yes,0.26,61565,4
1.44041E+15,Toonami,,663881,TV Show,Toonami,no,0.07,29097,2
9.68141E+14,The LEGO Batman Movie,,427610,Movie,LEGOBatmanMovie,yes,0.1,1516,5
2.63895E+14,The Last Ship,,665378,TV Show,TheLastShipTNT,yes,0.01,7251,5
11530858596,Telltale Games,,227657,Internet Company,telltalegames,no,0.03,9327,5
4.57173E+14,Warner Bros. Theatre Ventures,,724,Movie/Television Studio,WBTheatreVentures,no,0.01,5,1
7.57186E+14,Charlie and the Chocolate Factory,,12309,Arts & Entertainment,CharlieOnBway,yes,0.05,2663,1
1.17754E+14,Super Deluxe,,2428861,Community,superdeluxevideo,no,0.1,415571,5
4.7672E+14,Warner Bros Emerging Film Directors Workshop,,6274,Media/News Company,,yes,0.01,26,5
9.1311E+14,Legend of Tarzan,,601815,Movie,LegendofTarzan,no,0.01,1028,5
1.79949E+14,Animals,,169355,TV Show,AnimalsHBO,yes,0.01,1288,5
1.76503E+15,Full Frontal with Samantha Bee,,1004752,TV Show,fullfrontalsamb,yes,0.06,54967,2
4.8933E+14,LEGO Star Wars Game,,292417,Video Game,LEGOStarWarsGame,yes,0.01,224,5
4.61624E+14,Turner,,11897,Media/News Company,turnerbroadcasting,no,0.08,280,5
4.05535E+14,Bessie,,126728,Movie,BessieTheMovie,yes,0,76,5
7.51483E+14,Togetherness,,160867,TV Show,TogethernessHBO,yes,0.01,85,5
6.28344E+14,ELEAGUE,,121899,Sports League,ELEAGUEtv,yes,0.18,3521,5
2.69677E+14,Think with Google,,24543,Media/News Company,ThinkwithGoogle,yes,0.2,721,5
5.3874E+14,Warner Bros. Pictures,,26724517,Movie/Television Studio,warnerbrosuk,yes,0.09,101755,1
4.35173E+14,Time Warner Fit Nation,,1066,Community,TWFitNation,yes,0,3,5
6.30299E+14,Angie Tribeca,,77899,TV Show,TribecaTBS,yes,0.08,4219,2
2.91264E+14,Banshee,,424762,TV Show,banshee,yes,0.01,682,5
1.56719E+15,DC's Legends of Tomorrow,,1218654,TV Show,CWLegendsofTomorrow,no,0.04,33564,5
2.10576E+14,Mad Max,,1599617,Movie,MadMaxMovie,no,0,1301,2
1.08905E+14,Conan O'Brien Presents: Team Coco,,3353358,TV Show,teamcoco,yes,0.37,72742,2
8.91891E+14,Vinyl,,273498,TV Show,VinylHBO,yes,0.02,290,5
1.23687E+14,Billy On The Street,,114408,TV Show,billyonthestreet,no,0.02,113,5
1.23031E+14,Girls,,2017079,TV Show,girlsHBO,no,0.08,40006,5
7331091005,Bleacher Report,,6960494,Broadcasting & Media Production Company,bleacherreport,no,2.78,1726063,5
67985126744,Adult Swim,,6082040,TV Network,adultswim,no,0.18,269197,2
1.40491E+15,Great Big Story,,3959222,Media/News Company,greatbigstory,no,0.19,557025,5
1.23285E+11,HBO Boxing,,2764366,TV Show,hboboxing,yes,0.07,63440,5
5.7086E+14,Real Sports with Bryant Gumbel,,114329,TV Show,realsportshbo,yes,0.01,326,5
4.79043E+14,Last Week Tonight with John Oliver,,2450335,TV Show,LastWeekTonight,yes,0.01,30335,5
1.43473E+15,The Leftovers,,384157,TV Show,TheLeftoversHBO,yes,0.01,11399,5
3.06994E+14,The Knick,,256493,TV Show,AtTheKnick,yes,0,273,5
2.18856E+14,Warner Bros. Pictures,,549,Movie/Television Studio,,yes,0,2,5
2.20623E+14,Warner Bros. Ireland,,1983,Company,,yes,0,0,2
1.07462E+14,Warner Bros. Animation,,31234,Interest,,no,0,0,5
1.03107E+14,San Diego Comic-Con International,,118942,Community Services,,no,0,0,5
1.78203E+14,The CNN Freedom Project,,84584,Media/News Company,CNNFreedom,yes,0.08,507,5
4.75763E+14,New Day,,545324,Media/News Company,NewDay,no,0.47,34106,5
73563300980,The Situation Room,,253286,Media/News Company,CNNSituationRoom,yes,0.19,16842,5
2.19367E+14,CNN Politics,,2503855,Media/News Company,cnnpolitics,no,1.49,180566,5
20531316728,Facebook,,186817387,Product/Service,facebook,no,0,122271,5
89613772643,CNN en EspaÃ±ol,,10682544,TV Network,CNNee,yes,2.36,1469270,5
2.12973E+14,CNN Communications,,456356,Media/News Company,CNNPR,yes,0.01,1985,5
26012002239,Ellen DeGeneres,,27027760,Public Figure,ellentv,yes,0.12,966492,6
2.13639E+14,Impractical Jokers,,3016946,TV Show,ImpracticalJokers,yes,0.77,48474,5
97960272109,Black in America,,215032,TV Show,IAmBlackinAmerica,no,0,190,5
1.53794E+11,CNN Travel,,895685,Media/News Company,cnntravel,no,0.51,101122,5
1.38501E+14,CNN.co.jp,,44002,News/Media Website,CNNcojp,no,0.52,2855,5
1.02939E+14,Erin Burnett OutFront,,144367,Media/News Company,OutFrontCNN,yes,0.13,4859,5
3.29837E+14,MLB from B/R,,143593,Sports League,MLBBR,no,0.18,2431,5
60894670532,Anderson Cooper 360,,1570595,Media/News Company,AC360,no,0.13,150815,5
86418982488,CNN Heroes,,636674,Media/News Company,CNNHeroes,no,0.03,6743,5
6651543066,CNNMoney,,5598603,Media/News Company,cnnmoney,no,3.15,144017,5
49249798825,Hung,,253001,TV Show,hung,yes,0,182,5
1.42821E+14,Falling Skies,,1227211,TV Show,fallingskies,yes,0.02,770,5
1.06357E+11,The Vampire Diaries,,23588601,TV Show,thevampirediaries,no,0.05,306447,7
8816160747,Americaâ€™s Next Top Model,,7857027,TV Show,ANTMVH1,no,0.05,51294,7
1.65547E+11,Band of Brothers,,2684911,TV Show,bandofbrothers,yes,0,1880,5
11042692997,Deadwood,,433046,TV Show,Deadwood,yes,0,2884,5
2.31408E+11,Curb Your Enthusiasm,,1439728,TV Show,curbyourenthusiasm,yes,0,11970,5
1.25938E+14,Boardwalk Empire,,1758881,TV Show,boardwalkempire,yes,0.01,3499,5
10747695798,Big Love,,523468,TV Show,biglove,yes,0,1161,5
1.42474E+14,Angry Boys,,22828,TV Show,,yes,0,0,5
1.13476E+14,Rizzoli&Isles,,1461869,TV Show,rizzoliandisles,no,0.01,3678,5
1.12062E+14,Franklin & Bash,,329744,TV Show,FranklinBash,yes,0,171,5
15662922700,The Closer,,1119253,TV Show,TheCloserTV,no,0,413,5
86283468831,Bored to Death,,295514,TV Show,boredtodeath,yes,0,237,5
6459871686,Entourage,,3848019,TV Show,Entourage,yes,0,3968,5
1.11479E+14,HBO Documentary Films,,396755,TV Network,hbodocs,yes,0.05,2507,5
74133697733,Game of Thrones,,20412617,TV Show,GameOfThrones,yes,0.01,331358,5
69144888562,True Blood,,10438190,TV Show,TrueBlood,yes,0,12393,5
18793419640,CNN International,,15396765,Media/News Company,cnninternational,no,2.24,836280,5
7873709245,CNN iReport,,535427,Media/News Company,ireport,yes,0.07,1131,5
5550296508,CNN,,27251776,Media/News Company,cnn,no,2.15,3607387,5
1.12974E+11,Cinemax,,640642,TV Network,cinemax,yes,0.01,1051,5
1.13554E+14,TBS Network,,1837217,TV Network,TBSNetwork,yes,0.17,4935,2
1.22534E+14,TNT Drama,,2170821,TV Network,TNTDrama,yes,0.03,1418,5
7990899756,truTV,,863019,TV Network,truTV,no,0.08,1867,5
1.05758E+14,HBO Latino,,600731,TV Network,hbolatino,yes,0.06,1751,5
40266450723,NBA on TNT,,5757464,TV Channel,NBAONTNT,no,0.47,181368,5
84917688371,Cartoon Network,,28071664,Company,CartoonNetwork,no,0.12,128404,2
1.70094E+11,Time Inc.,,8576,Media/News Company,TimeInc,no,0.07,164,6
5.37192E+14,11.22.63,,217638,TV Show,112263OnHulu,yes,0.01,517,2
1.12199E+14,TV Insider,,48329,News/Media Website,tvinsider,yes,0.27,1470,2
11777891135,America's Best Dance Crew,,1035932,TV Show,abdc,no,0,1357,2
1.02097E+14,Television Critics Association,,4427,Non-Profit Organization,TelevisionCriticsAssociation,yes,0.02,7,2
4.24153E+14,Warner Bros. Television Workshop,,3742,Movie/Television Studio,wbtvworkshop,no,0,31,2
3.86738E+14,CW Seed,,196487,TV Network,CWSeed,yes,0.04,8597,7
8.21165E+14,Mike Tyson Mysteries,,232421,TV Show,MikeTysonMysteriesTV,yes,0.01,8540,2
7.3624E+14,Family Matters TV,,882342,TV Show,FamilyMattersTVShow,no,0,1394,2
2.15381E+14,Constantine,,2246868,TV Show,Constantine,no,0,3515,2
5.81117E+14,A to Z,,74417,TV Show,nbcAtoZ,no,0,59,2
4.47164E+14,The Mysteries of Laura,,191269,TV Show,TheMysteriesofLaura,yes,0,124,2
2.72888E+14,Selfie,,400120,TV Show,ABCSelfie,yes,0.02,430,2
6.42574E+14,Stalker,,207224,TV Show,StalkerTV,no,0,168,2
1.38615E+15,Forever,,571240,TV Show,WBForever,no,0,384,2
5.67473E+14,Undateable,,152454,TV Show,UndateableTV,no,0,123,2
2.36316E+14,iZombie,,567141,TV Show,cwizombie,no,0.01,39597,7
5.83391E+14,The Flash,,6105591,TV Show,CWTheFlash,yes,0.04,30067,7
1.48391E+14,Hollywood Walk of Fame,,265514,Monument,OfficialWalkofFame,no,0.05,12454,3
1.2544E+14,The Fresh Prince of Bel-Air,,11588082,TV Show,TheFreshPrinceofBelAir,no,0.01,28440,2
1.96255E+14,Lois & Clark,,188449,TV Show,LoisClark,no,0,1024,2
1.38329E+14,Babylon 5,,255811,TV Show,Babylon5,no,0,198,2
2.63953E+14,The Man From UNCLE TV Show,,63055,TV Show,TheManFromUncleTVShow,yes,0.01,66,2
4.90304E+14,77 Sunset Strip,,8916,TV Show,77SunsetStripTVShow,yes,0,21,2
2.68122E+14,"Welcome Back, Kotter",,42079,TV Show,WelcomeBackKotter,no,0,62,2
5.02015E+14,Perfect Strangers,,24131,TV Show,PerfectStrangersTV,no,0,51,2
1.42852E+15,Mama's Family TV,,121069,TV Show,mamasfamilyTV,no,0,335,2
8.40745E+14,Chico & The Man,,11399,TV Show,ChicoandTheManTV,no,0,5,2
1.38857E+15,F Troop TV,,46863,TV Show,FTroopTV,no,0,40,2
23828249681,Kaley Cuoco,,2937072,Artist,KaleyCuoco,yes,0,2418,2
26676834754,Extra,,1003374,TV Show,extra,yes,0.79,15300,6
57403415485,Showtime Networks,,797577,TV Network,showtime,yes,0.06,6429,2
47360808996,CBS,,1137607,TV Network,CBS,no,0.25,27720,2
2.8756E+11,AMC,,3071768,TV Network,amc,yes,0.04,11583,2
9002965673,Freeform,,3975086,TV Network,Freeform,yes,0.32,11768,2
45002877992,FOX,,2461136,TV Network,FOXTV,yes,0.1,25181,2
2.70205E+14,ABC Television Network,,2521852,TV Network,ABCNetwork,no,0.03,3418,2
89742860745,NBC,,2460498,TV Network,nbc,no,0.06,14269,6
1.91669E+14,Chris Meloni,,1838241,Artist,christopher.meloni.5209,yes,0.01,11801,2
6.9303E+14,Gotham,,3658336,TV Show,GOTHAMonFOX,yes,0.13,53810,4
2.50966E+14,Full House,,2178567,TV Show,FullHouseTVshow,no,0.01,35061,2
5.89369E+14,The Waltons,,175276,TV Show,TheWaltonsTV,no,0,6037,2
2.26818E+14,The Dukes of Hazzard,,920771,TV Show,TheDukesOfHazzard,no,0,18459,2
1.16175E+14,The Jetsons,,1563650,TV Show,TheJetsons,no,0,3690,2
1.31584E+14,Tom and Jerry,,42783141,TV Show,TomandJerry,no,0.01,139426,2
1.01836E+14,Gilliganâ€™s Island,,801872,TV Show,GilligansIsland,no,0,1993,2
1.64005E+14,Suburgatory,,746032,TV Show,SuburgatoryTV,no,0,3732,2
1.7213E+14,Growing Pains,,100524,TV Show,GrowingPainsTV,no,0.01,334,2
6.04713E+14,Believe,,850682,TV Show,BelieveWB,no,0,665,2
81628968277,PeopleStyle,,464766,Media/News Company,PeopleStyle,no,0.55,3090,6
1.12469E+14,Pop,,347932,TV Network,PopTelevision,yes,0.2,8265,3
4.67692E+14,Bethenny,,309943,TV Show,bethennyTV,yes,0,134,2
49599909723,Who Do You Think You Are?,,312594,TV Show,wdytya,yes,0.22,4514,6
2.90369E+11,Shameless,,2778232,TV Show,ShamelessC4,no,0,4607,2
17342227845,The Bachelorette,,1480032,TV Show,TheBachelorette,no,0.01,782,2
34951293052,The Bachelor,,1813837,TV Show,TheBachelor,yes,0.04,10629,2
1.3039E+14,Major Crimes,,577514,TV Show,MajorCrimesTNT,yes,0.07,13413,5
2.35806E+14,The Following,,1540309,TV Show,TheFollowing,yes,0.02,1196,2
1.65071E+14,The Carrie Diaries,,720214,TV Show,TheCarrieDiariesCW,no,0,601,7
4.85291E+14,The 100,,1920746,TV Show,cwthe100,yes,0.04,20496,7
1.30759E+14,Surviving Jack,,98281,TV Show,SurvivingJack,yes,0,47,2
3.74781E+14,The Originals,,6890929,TV Show,cworiginals,no,0.02,145506,7
5.12436E+14,Almost Human,,451990,TV Show,AlmostHumanTVShow,no,0,214,2
4.74693E+14,The Tomorrow People,,774696,TV Show,cwtomorrowpeople,yes,0,439,7
1.84722E+14,Hart of Dixie,,855536,TV Show,hartofdixie,yes,0,800,7
18977004860,The Mentalist,,5565987,TV Show,TheMentalist,no,0.01,35120,2
1.42422E+11,The Middle,,1433084,TV Show,TheMiddle,yes,0.03,23674,2
3.436E+14,Revolution,,1201747,TV Show,Revolution,no,0,794,2
5.41573E+14,Ravenswood,,1070105,TV Show,Ravenswood,yes,0.01,789,2
6.43451E+14,Super Fun Night,,306744,TV Show,SuperFunNight,no,0,212,2
1.26398E+14,Hostages,,108999,TV Show,Hostages,no,0,60,2
3.46496E+14,Mom,,244083,TV Show,MomCBS,no,0.03,2175,2
2.1292E+14,Person of Interest,,1311495,TV Show,PersonOfInterestTV,no,0.01,1448,2
1.67556E+14,The Voice,,16676330,TV Show,NBCTheVoice,no,0.13,223965,6
1.08757E+14,ThunderCats,,2885826,TV Show,thundercats,no,0.01,2685,2
9044240389,One Tree Hill,,5596443,Religious Place of Worship,OneTreeHill,no,0,4112,7
1.01203E+14,Shameless,,2584043,TV Show,ShamelessOnShowtime,yes,0.28,33639,2
1.07486E+14,One eskimO,,15152,Interest,,no,0,0,2
1.70096E+14,Pushing Daisies,,291133,TV Show,PushingDaisies,no,0,971,2
46926826327,Chuck on TheWB.com,,765,TV Show,,yes,0,1,2
55843554240,"Rockville, CA",,574,TV Show,,yes,0,0,2
32087397772,Childrens Hospital,,115777,TV Show,ChildrensHospitalTV,no,0,123,2
7.01244E+14,Crazy Ex-Girlfriend,,90037,TV Show,crazyxgf,yes,0.02,1173,7
5.61495E+14,Penn and Teller: Fool Us,,26707,TV Show,PennandTellerFoolUs,yes,0.01,104,7
2.6399E+14,Seed,,1986,TV Show,seedonthecw,yes,0,2,7
1.42255E+15,Backpackers,,3424,TV Show,CWBackpackers,yes,0,3,7
1.44254E+14,Whose Line Is It Anyway?,,699042,TV Show,cwwhoseline,no,0.01,1238,7
5.15839E+14,Reign,,1196843,TV Show,cwreign,yes,0.03,14306,7
4.32411E+14,Beauty and the Beast,,1920071,TV Show,BeautyandtheBeast,yes,0.01,2707,7
2.87803E+11,Nikita,,838184,TV Show,nikita,no,0,1193,7
17660441606,90210,,4249368,TV Show,CW90210,no,0,2997,7
